image_path,file_name,split,folder_category,severity_score,target_class,original_parent,unique_filename
Dataset\Gambo\Train\Reversal\6_13693.png,6_13693.png,Train,Reversal,6,1,Train,Train_Reversal_6_13693.png
Dataset\Gambo\Train\Corrected\4_514.png,4_514.png,Train,Corrected,4,1,Train,Train_Corrected_4_514.png
Dataset\Gambo\Train\Normal\A-1459.png,A-1459.png,Train,Normal,0,0,Train,Train_Normal_A-1459.png
Dataset\Gambo\Train\Normal\D-1507.png,D-1507.png,Train,Normal,0,0,Train,Train_Normal_D-1507.png
Dataset\Gambo\Train\Corrected\6_206.png,6_206.png,Train,Corrected,6,1,Train,Train_Corrected_6_206.png
Dataset\Gambo\Test\Corrected\3_491.png,3_491.png,Train,Corrected,3,1,Test,Test_Corrected_3_491.png
Dataset\Gambo\Train\Reversal\6_5964.png,6_5964.png,Train,Reversal,6,1,Train,Train_Reversal_6_5964.png
Dataset\Gambo\Train\Corrected\1_157.png,1_157.png,Train,Corrected,1,1,Train,Train_Corrected_1_157.png
Dataset\Gambo\Train\Reversal\6_16474.png,6_16474.png,Train,Reversal,6,1,Train,Train_Reversal_6_16474.png
Dataset\Gambo\Train\Normal\E-657.png,E-657.png,Train,Normal,0,0,Train,Train_Normal_E-657.png
Dataset\Gambo\Train\Normal\D-2059.png,D-2059.png,Train,Normal,0,0,Train,Train_Normal_D-2059.png
Dataset\Gambo\Train\Normal\E-1221.png,E-1221.png,Train,Normal,0,0,Train,Train_Normal_E-1221.png
Dataset\Gambo\Train\Corrected\1_33487.png,1_33487.png,Train,Corrected,1,1,Train,Train_Corrected_1_33487.png
Dataset\Gambo\Train\Reversal\6_21548.png,6_21548.png,Train,Reversal,6,1,Train,Train_Reversal_6_21548.png
Dataset\Gambo\Train\Normal\K-2500.png,K-2500.png,Train,Normal,0,0,Train,Train_Normal_K-2500.png
Dataset\Gambo\Train\Corrected\5_148.png,5_148.png,Train,Corrected,5,1,Train,Train_Corrected_5_148.png
Dataset\Gambo\Train\Normal\I-565.png,I-565.png,Train,Normal,0,0,Train,Train_Normal_I-565.png
Dataset\Gambo\Test\Corrected\4_306.png,4_306.png,Train,Corrected,4,1,Test,Test_Corrected_4_306.png
Dataset\Gambo\Train\Reversal\6_21154.png,6_21154.png,Train,Reversal,6,1,Train,Train_Reversal_6_21154.png
Dataset\Gambo\Train\Reversal\6_31329.png,6_31329.png,Train,Reversal,6,1,Train,Train_Reversal_6_31329.png
Dataset\Gambo\Train\Reversal\6_9642.png,6_9642.png,Train,Reversal,6,1,Train,Train_Reversal_6_9642.png
Dataset\Gambo\Train\Normal\B-2001.png,B-2001.png,Train,Normal,0,0,Train,Train_Normal_B-2001.png
Dataset\Gambo\Train\Reversal\6_22798.png,6_22798.png,Train,Reversal,6,1,Train,Train_Reversal_6_22798.png
Dataset\Gambo\Train\Corrected\2_2727.png,2_2727.png,Train,Corrected,2,1,Train,Train_Corrected_2_2727.png
Dataset\Gambo\Train\Corrected\1_2114.png,1_2114.png,Train,Corrected,1,1,Train,Train_Corrected_1_2114.png
Dataset\Gambo\Train\Reversal\6_31847.png,6_31847.png,Train,Reversal,6,1,Train,Train_Reversal_6_31847.png
Dataset\Gambo\Train\Corrected\3_1847.png,3_1847.png,Train,Corrected,3,1,Train,Train_Corrected_3_1847.png
Dataset\Gambo\Train\Reversal\6_15593.png,6_15593.png,Train,Reversal,6,1,Train,Train_Reversal_6_15593.png
Dataset\Gambo\Train\Normal\C-1156.png,C-1156.png,Train,Normal,0,0,Train,Train_Normal_C-1156.png
Dataset\Gambo\Train\Normal\J-625.png,J-625.png,Train,Normal,0,0,Train,Train_Normal_J-625.png
Dataset\Gambo\Train\Corrected\5_3019.png,5_3019.png,Train,Corrected,5,1,Train,Train_Corrected_5_3019.png
Dataset\Gambo\Train\Reversal\6_1226.png,6_1226.png,Train,Reversal,6,1,Train,Train_Reversal_6_1226.png
Dataset\Gambo\Test\Corrected\1_9374.png,1_9374.png,Train,Corrected,1,1,Test,Test_Corrected_1_9374.png
Dataset\Gambo\Train\Reversal\6_30098.png,6_30098.png,Train,Reversal,6,1,Train,Train_Reversal_6_30098.png
Dataset\Gambo\Test\Reversal\6_3135.png,6_3135.png,Train,Reversal,6,1,Test,Test_Reversal_6_3135.png
Dataset\Gambo\Train\Corrected\1_27187.png,1_27187.png,Train,Corrected,1,1,Train,Train_Corrected_1_27187.png
Dataset\Gambo\Train\Normal\E-2393.png,E-2393.png,Train,Normal,0,0,Train,Train_Normal_E-2393.png
Dataset\Gambo\Train\Normal\G-2421.png,G-2421.png,Train,Normal,0,0,Train,Train_Normal_G-2421.png
Dataset\Gambo\Train\Corrected\5_5808.png,5_5808.png,Train,Corrected,5,1,Train,Train_Corrected_5_5808.png
Dataset\Gambo\Train\Reversal\6_21982.png,6_21982.png,Train,Reversal,6,1,Train,Train_Reversal_6_21982.png
Dataset\Gambo\Train\Corrected\2_5998.png,2_5998.png,Train,Corrected,2,1,Train,Train_Corrected_2_5998.png
Dataset\Gambo\Test\Corrected\1_7760.png,1_7760.png,Train,Corrected,1,1,Test,Test_Corrected_1_7760.png
Dataset\Gambo\Train\Corrected\1_20271.png,1_20271.png,Train,Corrected,1,1,Train,Train_Corrected_1_20271.png
Dataset\Gambo\Train\Normal\L-521.png,L-521.png,Train,Normal,0,0,Train,Train_Normal_L-521.png
Dataset\Gambo\Train\Corrected\6_1019.png,6_1019.png,Train,Corrected,6,1,Train,Train_Corrected_6_1019.png
Dataset\Gambo\Train\Normal\C-2304.png,C-2304.png,Train,Normal,0,0,Train,Train_Normal_C-2304.png
Dataset\Gambo\Train\Corrected\1_13258.png,1_13258.png,Train,Corrected,1,1,Train,Train_Corrected_1_13258.png
Dataset\Gambo\Test\Corrected\1_1731.png,1_1731.png,Train,Corrected,1,1,Test,Test_Corrected_1_1731.png
Dataset\Gambo\Train\Corrected\1_16703.png,1_16703.png,Train,Corrected,1,1,Train,Train_Corrected_1_16703.png
Dataset\Gambo\Train\Normal\C-599.png,C-599.png,Train,Normal,0,0,Train,Train_Normal_C-599.png
Dataset\Gambo\Train\Corrected\1_14095.png,1_14095.png,Train,Corrected,1,1,Train,Train_Corrected_1_14095.png
Dataset\Gambo\Train\Reversal\6_21014.png,6_21014.png,Train,Reversal,6,1,Train,Train_Reversal_6_21014.png
Dataset\Gambo\Train\Corrected\2_3142.png,2_3142.png,Train,Corrected,2,1,Train,Train_Corrected_2_3142.png
Dataset\Gambo\Train\Corrected\1_1721.png,1_1721.png,Train,Corrected,1,1,Train,Train_Corrected_1_1721.png
Dataset\Gambo\Test\Normal\N-480.png,N-480.png,Train,Normal,0,0,Test,Test_Normal_N-480.png
Dataset\Gambo\Train\Corrected\3_194.png,3_194.png,Train,Corrected,3,1,Train,Train_Corrected_3_194.png
Dataset\Gambo\Train\Corrected\6_5801.png,6_5801.png,Train,Corrected,6,1,Train,Train_Corrected_6_5801.png
Dataset\Gambo\Train\Corrected\3_2679.png,3_2679.png,Train,Corrected,3,1,Train,Train_Corrected_3_2679.png
Dataset\Gambo\Test\Reversal\6_2848.png,6_2848.png,Train,Reversal,6,1,Test,Test_Reversal_6_2848.png
Dataset\Gambo\Train\Reversal\6_15169.png,6_15169.png,Train,Reversal,6,1,Train,Train_Reversal_6_15169.png
Dataset\Gambo\Train\Normal\N-1215.png,N-1215.png,Train,Normal,0,0,Train,Train_Normal_N-1215.png
Dataset\Gambo\Train\Corrected\3_4908.png,3_4908.png,Train,Corrected,3,1,Train,Train_Corrected_3_4908.png
Dataset\Gambo\Test\Corrected\5_1064.png,5_1064.png,Train,Corrected,5,1,Test,Test_Corrected_5_1064.png
Dataset\Gambo\Train\Normal\L-969.png,L-969.png,Train,Normal,0,0,Train,Train_Normal_L-969.png
Dataset\Gambo\Train\Corrected\1_2806.png,1_2806.png,Train,Corrected,1,1,Train,Train_Corrected_1_2806.png
Dataset\Gambo\Train\Reversal\6_12916.png,6_12916.png,Train,Reversal,6,1,Train,Train_Reversal_6_12916.png
Dataset\Gambo\Train\Reversal\6_15676.png,6_15676.png,Train,Reversal,6,1,Train,Train_Reversal_6_15676.png
Dataset\Gambo\Test\Normal\K-424.png,K-424.png,Train,Normal,0,0,Test,Test_Normal_K-424.png
Dataset\Gambo\Train\Corrected\6_1096.png,6_1096.png,Train,Corrected,6,1,Train,Train_Corrected_6_1096.png
Dataset\Gambo\Train\Normal\J-767.png,J-767.png,Train,Normal,0,0,Train,Train_Normal_J-767.png
Dataset\Gambo\Train\Normal\I-670.png,I-670.png,Train,Normal,0,0,Train,Train_Normal_I-670.png
Dataset\Gambo\Train\Normal\M-1739.png,M-1739.png,Train,Normal,0,0,Train,Train_Normal_M-1739.png
Dataset\Gambo\Train\Normal\D-797.png,D-797.png,Train,Normal,0,0,Train,Train_Normal_D-797.png
Dataset\Gambo\Train\Reversal\6_6956.png,6_6956.png,Train,Reversal,6,1,Train,Train_Reversal_6_6956.png
Dataset\Gambo\Train\Corrected\2_3430.png,2_3430.png,Train,Corrected,2,1,Train,Train_Corrected_2_3430.png
Dataset\Gambo\Train\Corrected\1_349.png,1_349.png,Train,Corrected,1,1,Train,Train_Corrected_1_349.png
Dataset\Gambo\Train\Corrected\1_24523.png,1_24523.png,Train,Corrected,1,1,Train,Train_Corrected_1_24523.png
Dataset\Gambo\Train\Corrected\5_208.png,5_208.png,Train,Corrected,5,1,Train,Train_Corrected_5_208.png
Dataset\Gambo\Train\Reversal\6_16481.png,6_16481.png,Train,Reversal,6,1,Train,Train_Reversal_6_16481.png
Dataset\Gambo\Train\Corrected\1_15124.png,1_15124.png,Train,Corrected,1,1,Train,Train_Corrected_1_15124.png
Dataset\Gambo\Test\Corrected\6_130.png,6_130.png,Train,Corrected,6,1,Test,Test_Corrected_6_130.png
Dataset\Gambo\Train\Reversal\6_15309.png,6_15309.png,Train,Reversal,6,1,Train,Train_Reversal_6_15309.png
Dataset\Gambo\Train\Normal\E-702.png,E-702.png,Train,Normal,0,0,Train,Train_Normal_E-702.png
Dataset\Gambo\Test\Corrected\4_1449.png,4_1449.png,Train,Corrected,4,1,Test,Test_Corrected_4_1449.png
Dataset\Gambo\Train\Corrected\2_601.png,2_601.png,Train,Corrected,2,1,Train,Train_Corrected_2_601.png
Dataset\Gambo\Test\Reversal\6_3217.png,6_3217.png,Train,Reversal,6,1,Test,Test_Reversal_6_3217.png
Dataset\Gambo\Train\Normal\H-960.png,H-960.png,Train,Normal,0,0,Train,Train_Normal_H-960.png
Dataset\Gambo\Test\Corrected\1_2529.png,1_2529.png,Train,Corrected,1,1,Test,Test_Corrected_1_2529.png
Dataset\Gambo\Test\Corrected\6_421.png,6_421.png,Train,Corrected,6,1,Test,Test_Corrected_6_421.png
Dataset\Gambo\Train\Corrected\6_6401.png,6_6401.png,Train,Corrected,6,1,Train,Train_Corrected_6_6401.png
Dataset\Gambo\Test\Reversal\6_3789.png,6_3789.png,Train,Reversal,6,1,Test,Test_Reversal_6_3789.png
Dataset\Gambo\Test\Reversal\6_882.png,6_882.png,Train,Reversal,6,1,Test,Test_Reversal_6_882.png
Dataset\Gambo\Train\Normal\K-992.png,K-992.png,Train,Normal,0,0,Train,Train_Normal_K-992.png
Dataset\Gambo\Train\Reversal\6_17389.png,6_17389.png,Train,Reversal,6,1,Train,Train_Reversal_6_17389.png
Dataset\Gambo\Train\Corrected\1_446.png,1_446.png,Train,Corrected,1,1,Train,Train_Corrected_1_446.png
Dataset\Gambo\Train\Reversal\6_30912.png,6_30912.png,Train,Reversal,6,1,Train,Train_Reversal_6_30912.png
Dataset\Gambo\Test\Corrected\1_258.png,1_258.png,Train,Corrected,1,1,Test,Test_Corrected_1_258.png
Dataset\Gambo\Train\Normal\G-1499.png,G-1499.png,Train,Normal,0,0,Train,Train_Normal_G-1499.png
Dataset\Gambo\Train\Corrected\3_193.png,3_193.png,Train,Corrected,3,1,Train,Train_Corrected_3_193.png
Dataset\Gambo\Test\Reversal\6_3477.png,6_3477.png,Train,Reversal,6,1,Test,Test_Reversal_6_3477.png
Dataset\Gambo\Train\Corrected\1_13325.png,1_13325.png,Train,Corrected,1,1,Train,Train_Corrected_1_13325.png
Dataset\Gambo\Train\Normal\J-1583.png,J-1583.png,Train,Normal,0,0,Train,Train_Normal_J-1583.png
Dataset\Gambo\Test\Normal\I-204.png,I-204.png,Train,Normal,0,0,Test,Test_Normal_I-204.png
Dataset\Gambo\Train\Corrected\6_3966.png,6_3966.png,Train,Corrected,6,1,Train,Train_Corrected_6_3966.png
Dataset\Gambo\Test\Normal\P-483.png,P-483.png,Train,Normal,0,0,Test,Test_Normal_P-483.png
Dataset\Gambo\Train\Corrected\2_3428.png,2_3428.png,Train,Corrected,2,1,Train,Train_Corrected_2_3428.png
Dataset\Gambo\Train\Normal\G-1789.png,G-1789.png,Train,Normal,0,0,Train,Train_Normal_G-1789.png
Dataset\Gambo\Train\Reversal\6_29058.png,6_29058.png,Train,Reversal,6,1,Train,Train_Reversal_6_29058.png
Dataset\Gambo\Train\Corrected\6_112.png,6_112.png,Train,Corrected,6,1,Train,Train_Corrected_6_112.png
Dataset\Gambo\Train\Corrected\2_2303.png,2_2303.png,Train,Corrected,2,1,Train,Train_Corrected_2_2303.png
Dataset\Gambo\Test\Corrected\1_3709.png,1_3709.png,Train,Corrected,1,1,Test,Test_Corrected_1_3709.png
Dataset\Gambo\Train\Reversal\6_8104.png,6_8104.png,Train,Reversal,6,1,Train,Train_Reversal_6_8104.png
Dataset\Gambo\Test\Normal\M-216.png,M-216.png,Train,Normal,0,0,Test,Test_Normal_M-216.png
Dataset\Gambo\Train\Normal\E-914.png,E-914.png,Train,Normal,0,0,Train,Train_Normal_E-914.png
Dataset\Gambo\Test\Normal\M-289.png,M-289.png,Train,Normal,0,0,Test,Test_Normal_M-289.png
Dataset\Gambo\Train\Corrected\1_13437.png,1_13437.png,Train,Corrected,1,1,Train,Train_Corrected_1_13437.png
Dataset\Gambo\Train\Corrected\2_4872.png,2_4872.png,Train,Corrected,2,1,Train,Train_Corrected_2_4872.png
Dataset\Gambo\Train\Normal\E-1728.png,E-1728.png,Train,Normal,0,0,Train,Train_Normal_E-1728.png
Dataset\Gambo\Train\Reversal\6_22032.png,6_22032.png,Train,Reversal,6,1,Train,Train_Reversal_6_22032.png
Dataset\Gambo\Test\Corrected\5_873.png,5_873.png,Train,Corrected,5,1,Test,Test_Corrected_5_873.png
Dataset\Gambo\Train\Reversal\6_31005.png,6_31005.png,Train,Reversal,6,1,Train,Train_Reversal_6_31005.png
Dataset\Gambo\Train\Corrected\6_6292.png,6_6292.png,Train,Corrected,6,1,Train,Train_Corrected_6_6292.png
Dataset\Gambo\Test\Corrected\1_1694.png,1_1694.png,Train,Corrected,1,1,Test,Test_Corrected_1_1694.png
Dataset\Gambo\Train\Normal\H-1687.png,H-1687.png,Train,Normal,0,0,Train,Train_Normal_H-1687.png
Dataset\Gambo\Train\Corrected\1_29713.png,1_29713.png,Train,Corrected,1,1,Train,Train_Corrected_1_29713.png
Dataset\Gambo\Train\Normal\L-637.png,L-637.png,Train,Normal,0,0,Train,Train_Normal_L-637.png
Dataset\Gambo\Train\Reversal\6_18214.png,6_18214.png,Train,Reversal,6,1,Train,Train_Reversal_6_18214.png
Dataset\Gambo\Train\Corrected\1_12858.png,1_12858.png,Train,Corrected,1,1,Train,Train_Corrected_1_12858.png
Dataset\Gambo\Test\Reversal\6_4579.png,6_4579.png,Train,Reversal,6,1,Test,Test_Reversal_6_4579.png
Dataset\Gambo\Train\Corrected\1_20232.png,1_20232.png,Train,Corrected,1,1,Train,Train_Corrected_1_20232.png
Dataset\Gambo\Train\Reversal\6_7299.png,6_7299.png,Train,Reversal,6,1,Train,Train_Reversal_6_7299.png
Dataset\Gambo\Train\Corrected\6_5611.png,6_5611.png,Train,Corrected,6,1,Train,Train_Corrected_6_5611.png
Dataset\Gambo\Train\Normal\H-646.png,H-646.png,Train,Normal,0,0,Train,Train_Normal_H-646.png
Dataset\Gambo\Train\Reversal\6_17844.png,6_17844.png,Train,Reversal,6,1,Train,Train_Reversal_6_17844.png
Dataset\Gambo\Train\Corrected\1_36044.png,1_36044.png,Train,Corrected,1,1,Train,Train_Corrected_1_36044.png
Dataset\Gambo\Train\Corrected\1_35506.png,1_35506.png,Train,Corrected,1,1,Train,Train_Corrected_1_35506.png
Dataset\Gambo\Train\Reversal\6_18744.png,6_18744.png,Train,Reversal,6,1,Train,Train_Reversal_6_18744.png
Dataset\Gambo\Train\Corrected\1_1251.png,1_1251.png,Train,Corrected,1,1,Train,Train_Corrected_1_1251.png
Dataset\Gambo\Train\Reversal\6_18051.png,6_18051.png,Train,Reversal,6,1,Train,Train_Reversal_6_18051.png
Dataset\Gambo\Train\Corrected\1_26788.png,1_26788.png,Train,Corrected,1,1,Train,Train_Corrected_1_26788.png
Dataset\Gambo\Train\Normal\K-1592.png,K-1592.png,Train,Normal,0,0,Train,Train_Normal_K-1592.png
Dataset\Gambo\Test\Corrected\1_7357.png,1_7357.png,Train,Corrected,1,1,Test,Test_Corrected_1_7357.png
Dataset\Gambo\Train\Reversal\6_3887.png,6_3887.png,Train,Reversal,6,1,Train,Train_Reversal_6_3887.png
Dataset\Gambo\Test\Reversal\6_4972.png,6_4972.png,Train,Reversal,6,1,Test,Test_Reversal_6_4972.png
Dataset\Gambo\Test\Corrected\6_569.png,6_569.png,Train,Corrected,6,1,Test,Test_Corrected_6_569.png
Dataset\Gambo\Train\Corrected\1_14709.png,1_14709.png,Train,Corrected,1,1,Train,Train_Corrected_1_14709.png
Dataset\Gambo\Train\Corrected\1_35339.png,1_35339.png,Train,Corrected,1,1,Train,Train_Corrected_1_35339.png
Dataset\Gambo\Test\Corrected\3_1299.png,3_1299.png,Train,Corrected,3,1,Test,Test_Corrected_3_1299.png
Dataset\Gambo\Train\Normal\C-1436.png,C-1436.png,Train,Normal,0,0,Train,Train_Normal_C-1436.png
Dataset\Gambo\Train\Corrected\1_10580.png,1_10580.png,Train,Corrected,1,1,Train,Train_Corrected_1_10580.png
Dataset\Gambo\Test\Corrected\1_2914.png,1_2914.png,Train,Corrected,1,1,Test,Test_Corrected_1_2914.png
Dataset\Gambo\Train\Corrected\5_2272.png,5_2272.png,Train,Corrected,5,1,Train,Train_Corrected_5_2272.png
Dataset\Gambo\Train\Normal\I-1065.png,I-1065.png,Train,Normal,0,0,Train,Train_Normal_I-1065.png
Dataset\Gambo\Train\Corrected\6_2636.png,6_2636.png,Train,Corrected,6,1,Train,Train_Corrected_6_2636.png
Dataset\Gambo\Train\Reversal\6_15649.png,6_15649.png,Train,Reversal,6,1,Train,Train_Reversal_6_15649.png
Dataset\Gambo\Train\Normal\E-638.png,E-638.png,Train,Normal,0,0,Train,Train_Normal_E-638.png
Dataset\Gambo\Train\Corrected\1_32764.png,1_32764.png,Train,Corrected,1,1,Train,Train_Corrected_1_32764.png
Dataset\Gambo\Train\Corrected\4_4517.png,4_4517.png,Train,Corrected,4,1,Train,Train_Corrected_4_4517.png
Dataset\Gambo\Train\Corrected\2_4121.png,2_4121.png,Train,Corrected,2,1,Train,Train_Corrected_2_4121.png
Dataset\Gambo\Test\Reversal\6_4880.png,6_4880.png,Train,Reversal,6,1,Test,Test_Reversal_6_4880.png
Dataset\Gambo\Train\Corrected\1_15859.png,1_15859.png,Train,Corrected,1,1,Train,Train_Corrected_1_15859.png
Dataset\Gambo\Train\Reversal\6_8773.png,6_8773.png,Train,Reversal,6,1,Train,Train_Reversal_6_8773.png
Dataset\Gambo\Train\Corrected\1_3695.png,1_3695.png,Train,Corrected,1,1,Train,Train_Corrected_1_3695.png
Dataset\Gambo\Test\Normal\B-272.png,B-272.png,Train,Normal,0,0,Test,Test_Normal_B-272.png
Dataset\Gambo\Train\Corrected\1_3771.png,1_3771.png,Train,Corrected,1,1,Train,Train_Corrected_1_3771.png
Dataset\Gambo\Train\Corrected\1_14374.png,1_14374.png,Train,Corrected,1,1,Train,Train_Corrected_1_14374.png
Dataset\Gambo\Test\Normal\T-86.png,T-86.png,Train,Normal,0,0,Test,Test_Normal_T-86.png
Dataset\Gambo\Train\Reversal\6_23601.png,6_23601.png,Train,Reversal,6,1,Train,Train_Reversal_6_23601.png
Dataset\Gambo\Test\Corrected\1_6645.png,1_6645.png,Train,Corrected,1,1,Test,Test_Corrected_1_6645.png
Dataset\Gambo\Train\Corrected\2_6026.png,2_6026.png,Train,Corrected,2,1,Train,Train_Corrected_2_6026.png
Dataset\Gambo\Train\Corrected\4_3141.png,4_3141.png,Train,Corrected,4,1,Train,Train_Corrected_4_3141.png
Dataset\Gambo\Train\Normal\M-1616.png,M-1616.png,Train,Normal,0,0,Train,Train_Normal_M-1616.png
Dataset\Gambo\Train\Corrected\1_25096.png,1_25096.png,Train,Corrected,1,1,Train,Train_Corrected_1_25096.png
Dataset\Gambo\Train\Reversal\6_17683.png,6_17683.png,Train,Reversal,6,1,Train,Train_Reversal_6_17683.png
Dataset\Gambo\Train\Reversal\6_15617.png,6_15617.png,Train,Reversal,6,1,Train,Train_Reversal_6_15617.png
Dataset\Gambo\Test\Corrected\1_7184.png,1_7184.png,Train,Corrected,1,1,Test,Test_Corrected_1_7184.png
Dataset\Gambo\Train\Corrected\3_1082.png,3_1082.png,Train,Corrected,3,1,Train,Train_Corrected_3_1082.png
Dataset\Gambo\Test\Corrected\1_6786.png,1_6786.png,Train,Corrected,1,1,Test,Test_Corrected_1_6786.png
Dataset\Gambo\Train\Reversal\6_7864.png,6_7864.png,Train,Reversal,6,1,Train,Train_Reversal_6_7864.png
Dataset\Gambo\Test\Corrected\2_1437.png,2_1437.png,Train,Corrected,2,1,Test,Test_Corrected_2_1437.png
Dataset\Gambo\Train\Corrected\3_3224.png,3_3224.png,Train,Corrected,3,1,Train,Train_Corrected_3_3224.png
Dataset\Gambo\Train\Corrected\6_1959.png,6_1959.png,Train,Corrected,6,1,Train,Train_Corrected_6_1959.png
Dataset\Gambo\Train\Reversal\6_5035.png,6_5035.png,Train,Reversal,6,1,Train,Train_Reversal_6_5035.png
Dataset\Gambo\Train\Normal\L-1226.png,L-1226.png,Train,Normal,0,0,Train,Train_Normal_L-1226.png
Dataset\Gambo\Train\Corrected\1_28020.png,1_28020.png,Train,Corrected,1,1,Train,Train_Corrected_1_28020.png
Dataset\Gambo\Test\Corrected\5_1594.png,5_1594.png,Train,Corrected,5,1,Test,Test_Corrected_5_1594.png
Dataset\Gambo\Train\Corrected\5_5750.png,5_5750.png,Train,Corrected,5,1,Train,Train_Corrected_5_5750.png
Dataset\Gambo\Test\Normal\U-282.png,U-282.png,Train,Normal,0,0,Test,Test_Normal_U-282.png
Dataset\Gambo\Train\Corrected\1_11515.png,1_11515.png,Train,Corrected,1,1,Train,Train_Corrected_1_11515.png
Dataset\Gambo\Train\Normal\K-1736.png,K-1736.png,Train,Normal,0,0,Train,Train_Normal_K-1736.png
Dataset\Gambo\Train\Normal\K-708.png,K-708.png,Train,Normal,0,0,Train,Train_Normal_K-708.png
Dataset\Gambo\Test\Corrected\1_7770.png,1_7770.png,Train,Corrected,1,1,Test,Test_Corrected_1_7770.png
Dataset\Gambo\Train\Corrected\1_17750.png,1_17750.png,Train,Corrected,1,1,Train,Train_Corrected_1_17750.png
Dataset\Gambo\Train\Reversal\6_8765.png,6_8765.png,Train,Reversal,6,1,Train,Train_Reversal_6_8765.png
Dataset\Gambo\Test\Corrected\1_5888.png,1_5888.png,Train,Corrected,1,1,Test,Test_Corrected_1_5888.png
Dataset\Gambo\Train\Corrected\6_3194.png,6_3194.png,Train,Corrected,6,1,Train,Train_Corrected_6_3194.png
Dataset\Gambo\Train\Reversal\6_16246.png,6_16246.png,Train,Reversal,6,1,Train,Train_Reversal_6_16246.png
Dataset\Gambo\Test\Corrected\1_7144.png,1_7144.png,Train,Corrected,1,1,Test,Test_Corrected_1_7144.png
Dataset\Gambo\Test\Corrected\1_5760.png,1_5760.png,Train,Corrected,1,1,Test,Test_Corrected_1_5760.png
Dataset\Gambo\Train\Corrected\1_35095.png,1_35095.png,Train,Corrected,1,1,Train,Train_Corrected_1_35095.png
Dataset\Gambo\Test\Corrected\1_2653.png,1_2653.png,Train,Corrected,1,1,Test,Test_Corrected_1_2653.png
Dataset\Gambo\Train\Corrected\1_35769.png,1_35769.png,Train,Corrected,1,1,Train,Train_Corrected_1_35769.png
Dataset\Gambo\Train\Corrected\1_16096.png,1_16096.png,Train,Corrected,1,1,Train,Train_Corrected_1_16096.png
Dataset\Gambo\Test\Reversal\6_5637.png,6_5637.png,Train,Reversal,6,1,Test,Test_Reversal_6_5637.png
Dataset\Gambo\Train\Reversal\6_5542.png,6_5542.png,Train,Reversal,6,1,Train,Train_Reversal_6_5542.png
Dataset\Gambo\Train\Reversal\6_4462.png,6_4462.png,Train,Reversal,6,1,Train,Train_Reversal_6_4462.png
Dataset\Gambo\Train\Corrected\1_35468.png,1_35468.png,Train,Corrected,1,1,Train,Train_Corrected_1_35468.png
Dataset\Gambo\Train\Normal\M-2276.png,M-2276.png,Train,Normal,0,0,Train,Train_Normal_M-2276.png
Dataset\Gambo\Train\Corrected\3_6174.png,3_6174.png,Train,Corrected,3,1,Train,Train_Corrected_3_6174.png
Dataset\Gambo\Train\Corrected\4_5529.png,4_5529.png,Train,Corrected,4,1,Train,Train_Corrected_4_5529.png
Dataset\Gambo\Train\Reversal\6_27167.png,6_27167.png,Train,Reversal,6,1,Train,Train_Reversal_6_27167.png
Dataset\Gambo\Train\Normal\D-2179.png,D-2179.png,Train,Normal,0,0,Train,Train_Normal_D-2179.png
Dataset\Gambo\Train\Normal\T-241.png,T-241.png,Train,Normal,0,0,Train,Train_Normal_T-241.png
Dataset\Gambo\Train\Normal\H-645.png,H-645.png,Train,Normal,0,0,Train,Train_Normal_H-645.png
